  Comments,Ankon,Rizvi,Sourov,FinalTag
"এত বড় অপরাধ আর নাম মাত্র বিচার জরিমানা,এদের তুলা ধুনা করা উচিৎ ।",Anger,Anger,Anger,Anger
বেশী ভেজালের শাস্তি যাবজ্জীবন কারাদণ্ড বা ফাসি কার্যকর করা হোক। তাহলে যদি হারামীর বাচ্চাগুলা ঠিক হয়,Anger,Anger,Anger,Anger
আমার মতে ফ্যাক্টরী ছিল গালা না করে মালিকের পায়খানার রাস্তায় ছিল গালা করে দিওয়া হক।,Anger,Anger,Anger,Anger
অতি লাভের আশায় খাদ্য উৎপাদন প্রতিষ্ঠানগুলি ভেজাল আর ভেজাল মিশিয়ে তৈরী করছে আমাদের দৈনন্দিনের খাবার,Sadness,Sadness,Sadness,Sadness
সরাসরী বিষ দিয়ে দিলেই তো হয়।,Disgust,Disgust,Disgust,Disgust
"এরা দেশের মানুষের শত্রু, দ্রুত আইনের আওতায় এনে কঠিন শাস্তির সম্মুখীন করা হউক",Anger,Anger,Anger,Anger
সিলাগালা করে আজীবনের জন্য বন্ধ করে মালিককে জেলে নিয়ে কঠিন শাস্তি দিলেই হয়।এভাবে তো নীরবে শিশুদের এক ধরণের হত্যা করা হচ্ছে।,Anger,Anger,Anger,Anger
হারামীদের কঠিন শাস্তি কামনা করছি। ,Anger,Anger,Anger,Anger
যারাই খাবারে ভ‍েজাল করে ওরা মানুষ নামের অমানুষ। ওরা পশুর চাইতেও অদম।,Disgust,Disgust,Disgust,Disgust
"কে বলবে এদেশের সংখ্যাগরিষ্ঠ লোক মুসলমান আমাদের মাঝে যদি বিন্দু মাত্র আল্লাহর ভয় থাকতো তাহলে দূর্নীতি, টাকা রপ্তানি, খাদ্যে ভেজাল এগুলো কিছুটা হলেও কম হতো।",Disgust,Disgust,Disgust,Disgust
ভেজাল খাইতে খাইতে বাঙ্গালীর কেল্লাফতে,Disgust,Disgust,Disgust,Disgust
আসলে প্রশাসন সব ই জানতো। শুধু বাম হাতের কাজ মিলে গেলেই সব মাপ হয়ে যেতো।,Disgust,Disgust,Disgust,Disgust
১৮ বছর ধরে ভেজাল আইসক্রিম বানাচ্ছে তা প্রশাসন জানে না এমন কথা বিশ্বাসযোগ্য নয়।,Disgust,Disgust,Disgust,Disgust
"এইগুলা কী সরকার দেখে না, না ওদের পোলাপানরে তো আবার বিদেশী আইসক্রিম খাওয়াই।",Disgust,Disgust,Disgust,Disgust
 এই অবৈধ স্বৈরাচারী শাসনব্যস্তা কারণে বাংলাদেশর এই হাল,Disgust,Disgust,Disgust,Disgust
ওইরকম বেঝাল ফ্যাক্টরি হাজার হাজার দেশের আনাচেকানাচে,Disgust,Disgust,Disgust,Disgust
"এতো দিন দেখে নাই পুলিশ প্রশাসন,",Disgust,Disgust,Disgust,Disgust
মাত্র সাড়ে তিন লাখ টাকা জরিমানা করেই বিচার শেষ,Disgust,Disgust,Disgust,Disgust
এই হালারাও চাটুকার দালাল ।,Anger,Disgust,Disgust,Disgust
একমাত্র বাঙ্গালীর দ্বারাই সম্ভব।,Undefined,Disgust,Disgust,Disgust
আর কখনও আইসক্রিম খাব নাহ ,Sadness,Disgust,Disgust,Disgust
বাংলাদেশের কিছু পাবলিক গুষ দিয়ে অবৈধ কারখানা গুলিতে ভেজাল খাবার তৈরি করে। এবং দেশের বেশিরভাগ প্রশাসনের লোক পাবলিকের কাছ থেকে গুষ নিয়ে পাবলিক দের অবৈধ কাজ করতে সাহায্য সহযুগিতা করে।,Disgust,Disgust,Disgust,Disgust
যে দেশে বিচার নেই সেই দেশের মানুষের জীবনের কুনো মূল্য নেই। প্রতি নিয়ত দেশে কুনো না কুনো দুর্ঘটনার শিকার হয়ে শত শত মানুষ মারা যাচ্ছে। ,Sadness,Sadness,Sadness,Sadness
পিকে হালদার একাই এই দেশ থেকে মারিং দিয়েছে প্রায় ১১ হাজার কোটি টাকা।,Disgust,Disgust,Disgust,Disgust
রং করা কোন জিনিস ভালো না সেটা নামী আর বেনামী ব্র্যান্ডের হলে কি হবে।,Disgust,Disgust,Disgust,Disgust
কত জানোয়ারের বাচ্চা এরা,Anger,Anger,Anger,Anger
এগিয়ে যাক এই দেশের যুব সমাজ ,Happiness,Happiness,Happiness,Happiness
এরা কারা কোথায় থেকে আসে,Disgust,Disgust,Disgust,Disgust
"আমরা বাংলাদেশের মানুষরা খুব অলস, যারা সামান্য পথ হাঁটতে চাইনা।",Sadness,Sadness,Sadness,Sadness
"ইচ্ছা মতো তৈলের দাম বাড়ানো হলো, ভাড়া ও ইচ্ছা মতো বাড়াচ্ছে, কত সুন্দর সবই ইচ্ছা মতো হচ্ছে, এখন শুধু জনগণ ইচ্ছা মতো শুরু করলেই সব ঠিক হয়ে যাবে",Disgust,Disgust,Disgust,Disgust
জুলুম!দেখার কেউ নেই,Sadness,Sadness,Sadness,Sadness
সরকারকে জানিয়ে দেন মানুষ অনেক সুখে আছে,Sarcasm,Sarcasm,Sarcasm,Sarcasm
সংকট শেষ হলে আমরাও ঘোরে দাঁড়াবো।,Happiness,Happiness,Happiness,Happiness
জয় হউক আওয়ামী লিগ। না খাইয়া মরুক সাধারণ পাবলিগ,Disgust,Disgust,Disgust,Disgust
সব কিছু তে কেমন যেন শ্রীলংকা শ্রীলংকা গন্ধ পাচ্ছি।,Fear,Fear,Fear,Fear
মাসুদ তুমি কি ভালা হবা না?,Disgust,Sadness,Sadness,Sadness
আজকেই ৫ টাকার টেম্পু ভাড়া ১০ টাকা নিছে তাদের ও কিছু করার নাই তেলের দাম বেশি,Sadness,Sadness,Sadness,Sadness
"পানি ছাড়া যেমন জীবন চলতে পারে না তেমনি গণতন্ত্র ছাড়া একটি রাষ্ট্র চলতে পারে না,",Sadness,Sadness,Sadness,Sadness
"পানি ছাড়া যেমন ধান চাষ করা যায় না তেমনি গণতন্ত্র ছাড়া একটি রাষ্ট্রের আইনের সুশাসন প্রতিষ্ঠা করা সম্ভব হয় না,",Sadness,Sadness,Sadness,Sadness
